body_type,brand,clothing_type,shoulder_width,bust,waist,hip,size
Rectangle,Zara,Slim Fit Jeans,48.9,99.8,99.8,99.8,L
Pear,H&M,Slim Fit T-Shirt,49.1,88.4,70.7,103.9,XS
Pear,Only,Oversized T-Shirt,37.7,96.4,77.1,113.4,L
Rectangle,VeroModa,Slim Fit Jeans,48.3,82.6,82.6,82.6,M
Pear,Zara,Oversized Jeans,46.1,88.6,70.9,104.2,M
Triangle,Only,Regular Fit Shirt,46.2,95.7,95.7,112.6,XS
Hourglass,H&M,Slim Fit Shirt,46.0,96.0,72.0,91.2,XS
Apple,VeroModa,Oversized T-Shirt,44.2,96.8,96.8,96.8,L
Triangle,H&M,Oversized T-Shirt,42.7,95.7,95.7,112.6,S
Apple,Forever 21,Slim Fit Jeans,49.0,92.6,92.6,92.6,XS
Triangle,H&M,Oversized Pants,36.9,84.1,84.1,99.0,L
Rectangle,Marks & Spencers,Regular Fit Shirt,38.3,96.2,96.2,96.2,XL
Hourglass,Only,Oversized Shirt,38.6,105.1,78.8,99.8,XL
Apple,Marks & Spencers,Slim Fit Jeans,43.3,109.3,109.3,109.3,M
Rectangle,SaasFaras,Regular Fit Pants,48.4,99.2,99.2,99.2,XL
Pear,Marks & Spencers,Regular Fit Pants,43.0,86.1,68.8,101.2,L
Triangle,Only,Regular Fit T-Shirt,43.3,97.3,97.3,114.4,S
Rectangle,Only,Oversized Shirt,49.1,87.2,87.2,87.2,XL
Rectangle,Zara,Regular Fit Jeans,44.5,83.4,83.4,83.4,S
Apple,Zara,Oversized Shirt,37.8,113.5,113.5,113.5,S
Rectangle,Forever 21,Regular Fit Shirt,36.9,83.4,83.4,83.4,L
Rectangle,Zara,Slim Fit Pants,43.4,84.8,84.8,84.8,XS
Rectangle,Calvin Klein,Oversized Pants,47.3,99.2,99.2,99.2,XS
Apple,Marks & Spencers,Regular Fit Shirt,39.1,98.6,98.6,98.6,XL
Hourglass,Marks & Spencers,Slim Fit Jeans,44.0,100.5,75.4,95.5,M
Hourglass,Calvin Klein,Oversized Pants,41.4,85.1,63.9,80.9,XL
Apple,VeroModa,Regular Fit Jeans,41.9,110.2,110.2,110.2,XS
Pear,Zara,Slim Fit Pants,47.5,101.7,81.3,119.6,XL
Triangle,Forever 21,Regular Fit T-Shirt,47.6,98.0,98.0,115.2,S
Pear,Marks & Spencers,Slim Fit Jeans,42.6,84.0,67.2,98.8,L
Rectangle,Only,Regular Fit T-Shirt,37.4,88.1,88.1,88.1,M
Pear,VeroModa,Slim Fit Shirt,48.6,93.1,74.5,109.6,M
Apple,SaasFaras,Slim Fit Shirt,39.9,90.7,90.7,90.7,M
Pear,Calvin Klein,Slim Fit T-Shirt,43.0,94.2,75.4,110.9,XL
Triangle,SaasFaras,Oversized Pants,48.9,99.9,99.9,117.5,L
Triangle,VeroModa,Slim Fit Jeans,42.1,96.4,96.4,113.4,M
Pear,Forever 21,Slim Fit Jeans,40.5,96.4,77.1,113.4,M
Triangle,Zara,Slim Fit Jeans,45.5,95.5,95.5,112.4,S
Triangle,Zara,Oversized Shirt,39.0,84.8,84.8,99.7,L
Apple,Marks & Spencers,Slim Fit Jeans,48.2,111.5,111.5,111.5,L
Hourglass,Calvin Klein,Regular Fit Jeans,49.8,93.9,70.4,89.2,L
Triangle,Only,Oversized Jeans,37.7,87.8,87.8,103.3,M
Apple,Calvin Klein,Oversized Jeans,39.8,118.7,118.7,118.7,XL
Rectangle,Marks & Spencers,Oversized T-Shirt,49.6,96.2,96.2,96.2,XL
Apple,Forever 21,Slim Fit T-Shirt,47.4,105.4,105.4,105.4,XL
Apple,Mango,Regular Fit T-Shirt,47.3,108.3,108.3,108.3,XL
Rectangle,Forever 21,Oversized Shirt,42.0,99.4,99.4,99.4,XL
Apple,Zara,Slim Fit T-Shirt,35.3,108.9,108.9,108.9,XS
Pear,Forever 21,Regular Fit Shirt,38.9,97.6,78.1,114.8,L
Pear,Marks & Spencers,Oversized Pants,46.5,84.6,67.7,99.5,XL
Rectangle,VeroModa,Regular Fit Shirt,40.2,85.4,85.4,85.4,M
Pear,SaasFaras,Slim Fit Pants,36.5,92.5,74.0,108.9,S
Apple,Marks & Spencers,Oversized Jeans,38.1,111.8,111.8,111.8,XL
Rectangle,Zara,Oversized Shirt,49.1,83.6,83.6,83.6,M
Pear,Only,Oversized Shirt,45.7,90.1,72.1,106.0,XS
Apple,Zara,Oversized T-Shirt,49.6,109.0,109.0,109.0,XL
Rectangle,VeroModa,Oversized Jeans,48.3,93.9,93.9,93.9,L
Apple,Marks & Spencers,Slim Fit Shirt,44.1,97.5,97.5,97.5,S
Apple,Mango,Oversized T-Shirt,40.2,93.4,93.4,93.4,M
Apple,Zara,Regular Fit Jeans,37.4,115.1,115.1,115.1,XS
Rectangle,SaasFaras,Regular Fit Jeans,43.2,82.3,82.3,82.3,M
Hourglass,Marks & Spencers,Oversized Pants,47.0,86.7,65.1,82.4,L
Rectangle,Zara,Regular Fit Jeans,37.9,95.6,95.6,95.6,L
Hourglass,Marks & Spencers,Regular Fit Jeans,41.1,102.4,76.8,97.3,L
Rectangle,Forever 21,Regular Fit Shirt,43.7,86.0,86.0,86.0,M
Apple,Only,Regular Fit Jeans,47.2,116.4,116.4,116.4,L
Hourglass,H&M,Regular Fit Pants,50.0,108.7,81.5,103.3,XL
Apple,Marks & Spencers,Slim Fit T-Shirt,43.1,112.9,112.9,112.9,XS
Triangle,Marks & Spencers,Regular Fit Pants,39.4,95.3,95.3,112.2,M
Triangle,SaasFaras,Regular Fit Jeans,38.5,89.4,89.4,105.2,XS
Hourglass,Forever 21,Oversized T-Shirt,45.1,88.9,66.7,84.5,L
Apple,SaasFaras,Regular Fit Jeans,44.6,116.9,116.9,116.9,XL
Rectangle,VeroModa,Slim Fit T-Shirt,38.2,80.2,80.2,80.2,XL
Rectangle,SaasFaras,Slim Fit Pants,44.4,100.0,100.0,100.0,XL
Rectangle,Forever 21,Oversized Shirt,37.8,96.5,96.5,96.5,XL
Apple,Mango,Oversized Jeans,43.6,97.9,97.9,97.9,XS
Triangle,VeroModa,Slim Fit T-Shirt,36.0,95.9,95.9,112.9,S
Triangle,Mango,Regular Fit Jeans,39.8,87.6,87.6,103.1,S
Triangle,Marks & Spencers,Oversized Pants,36.1,88.3,88.3,103.9,M
Rectangle,Mango,Oversized T-Shirt,40.1,93.3,93.3,93.3,M
Rectangle,Zara,Regular Fit T-Shirt,41.9,88.9,88.9,88.9,XS
Apple,Mango,Slim Fit Shirt,42.7,117.3,117.3,117.3,XL
Hourglass,Marks & Spencers,Regular Fit Shirt,47.2,108.0,81.0,102.6,L
Pear,SaasFaras,Slim Fit Pants,36.7,83.0,66.4,97.6,S
Triangle,Mango,Slim Fit Shirt,41.5,80.8,80.8,95.1,XS
Hourglass,Marks & Spencers,Regular Fit T-Shirt,40.2,86.1,64.6,81.8,L
Triangle,Zara,Regular Fit Shirt,42.0,82.3,82.3,96.9,S
Hourglass,H&M,Slim Fit T-Shirt,49.3,98.6,74.0,93.7,L
Rectangle,SaasFaras,Slim Fit T-Shirt,43.2,83.2,83.2,83.2,M
Hourglass,H&M,Regular Fit Shirt,38.6,90.5,67.9,85.9,XS
Hourglass,H&M,Regular Fit Shirt,44.2,93.1,69.8,88.4,L
Pear,VeroModa,Oversized T-Shirt,48.4,90.5,72.4,106.5,S
Triangle,H&M,Oversized T-Shirt,36.2,100.9,100.9,118.7,XS
Triangle,Calvin Klein,Oversized Jeans,44.5,90.1,90.1,106.0,XS
Apple,Only,Slim Fit Shirt,40.2,95.6,95.6,95.6,XL
Triangle,H&M,Slim Fit Jeans,35.5,83.8,83.8,98.6,XL
Rectangle,Marks & Spencers,Slim Fit Shirt,46.0,98.9,98.9,98.9,XS
Rectangle,Zara,Regular Fit Shirt,42.6,85.5,85.5,85.5,S
Rectangle,Zara,Regular Fit Jeans,45.4,81.4,81.4,81.4,L
Hourglass,SaasFaras,Regular Fit Jeans,42.3,106.1,79.6,100.8,S
Rectangle,SaasFaras,Oversized Jeans,45.3,84.1,84.1,84.1,S
Rectangle,H&M,Regular Fit Shirt,49.3,83.1,83.1,83.1,S
Pear,Mango,Oversized Jeans,41.3,84.0,67.2,98.8,XL
Triangle,Marks & Spencers,Oversized Jeans,46.9,88.3,88.3,103.9,L
Rectangle,H&M,Oversized Pants,38.9,87.9,87.9,87.9,S
Rectangle,Zara,Regular Fit Jeans,35.3,88.0,88.0,88.0,M
Hourglass,VeroModa,Oversized Shirt,47.4,94.0,70.5,89.3,XL
Triangle,Calvin Klein,Regular Fit T-Shirt,47.9,84.0,84.0,98.8,S
Hourglass,Marks & Spencers,Oversized T-Shirt,49.6,96.2,72.2,91.4,L
Rectangle,SaasFaras,Oversized T-Shirt,37.9,94.4,94.4,94.4,S
Hourglass,Calvin Klein,Slim Fit Pants,43.4,94.7,71.0,89.9,XL
Pear,VeroModa,Regular Fit Shirt,49.3,101.9,81.5,119.9,M
Hourglass,H&M,Oversized Shirt,39.1,107.8,80.9,102.4,M
Hourglass,Calvin Klein,Slim Fit T-Shirt,47.0,100.1,75.1,95.1,XL
Pear,Marks & Spencers,Oversized Pants,36.4,94.9,76.0,111.7,XS
Rectangle,Zara,Regular Fit Pants,43.8,90.6,90.6,90.6,M
Hourglass,Zara,Regular Fit Pants,38.7,89.0,66.8,84.6,XS
Rectangle,Zara,Oversized Pants,48.5,87.5,87.5,87.5,S
Rectangle,Calvin Klein,Oversized Shirt,48.1,88.0,88.0,88.0,XL
Pear,Mango,Oversized Pants,35.7,96.6,77.3,113.6,XS
Pear,SaasFaras,Slim Fit Jeans,42.7,93.0,74.4,109.4,XL
Pear,VeroModa,Oversized T-Shirt,49.2,93.1,74.5,109.5,L
Pear,Only,Regular Fit T-Shirt,45.8,87.7,70.1,103.1,S
Triangle,Mango,Regular Fit T-Shirt,41.8,92.5,92.5,108.8,L
Rectangle,Calvin Klein,Regular Fit Shirt,36.6,85.5,85.5,85.5,S
Pear,H&M,Oversized T-Shirt,38.5,92.5,74.0,108.8,S
Triangle,Calvin Klein,Oversized Jeans,46.7,97.9,97.9,115.2,XS
Hourglass,Forever 21,Regular Fit T-Shirt,42.5,107.8,80.8,102.4,M
Triangle,SaasFaras,Regular Fit Jeans,38.3,83.7,83.7,98.5,XL
Apple,VeroModa,Oversized Pants,42.5,104.4,104.4,104.4,S
Hourglass,Calvin Klein,Regular Fit T-Shirt,46.9,100.7,75.5,95.7,L
Hourglass,H&M,Oversized T-Shirt,47.3,109.2,81.9,103.7,XL
Apple,VeroModa,Slim Fit Jeans,46.2,94.2,94.2,94.2,L
Triangle,Zara,Slim Fit T-Shirt,45.3,93.6,93.6,110.1,M
Hourglass,Mango,Slim Fit Shirt,42.8,96.4,72.3,91.6,L
Hourglass,VeroModa,Slim Fit Pants,36.6,93.6,70.2,88.9,L
Pear,Calvin Klein,Regular Fit T-Shirt,36.2,86.0,68.8,101.2,L
Apple,Mango,Slim Fit Pants,37.2,117.8,117.8,117.8,XL
Triangle,Only,Slim Fit Pants,47.3,88.3,88.3,103.9,S
Hourglass,Forever 21,Regular Fit Pants,47.3,96.9,72.7,92.1,M
Rectangle,Mango,Oversized T-Shirt,43.0,93.6,93.6,93.6,M
Rectangle,Marks & Spencers,Regular Fit Pants,44.2,88.0,88.0,88.0,L
Apple,Zara,Slim Fit Jeans,49.1,110.9,110.9,110.9,XS
Triangle,H&M,Regular Fit T-Shirt,38.2,82.6,82.6,97.2,XS
Apple,SaasFaras,Slim Fit Pants,43.8,112.9,112.9,112.9,XS
Hourglass,Mango,Regular Fit T-Shirt,44.7,108.1,81.1,102.7,L
Pear,Forever 21,Regular Fit Shirt,37.0,85.0,68.0,100.0,XS
Apple,Forever 21,Slim Fit Pants,38.8,99.1,99.1,99.1,S
Hourglass,Forever 21,Oversized Shirt,44.9,91.5,68.6,86.9,M
Rectangle,Marks & Spencers,Oversized Jeans,46.5,97.6,97.6,97.6,S
Apple,Calvin Klein,Regular Fit Jeans,44.7,98.2,98.2,98.2,L
Hourglass,Zara,Slim Fit T-Shirt,48.2,109.5,82.1,104.0,M
Rectangle,Mango,Regular Fit Shirt,48.4,88.2,88.2,88.2,S
Apple,Zara,Regular Fit Jeans,37.3,91.5,91.5,91.5,XL
Apple,VeroModa,Slim Fit Shirt,47.4,102.3,102.3,102.3,S
Triangle,SaasFaras,Oversized T-Shirt,44.3,82.6,82.6,97.1,XS
Apple,H&M,Slim Fit Jeans,35.8,119.2,119.2,119.2,XS
Hourglass,H&M,Oversized Pants,41.0,88.9,66.6,84.4,XL
Apple,SaasFaras,Slim Fit Pants,45.9,119.3,119.3,119.3,L
Hourglass,Zara,Oversized Pants,46.5,92.2,69.2,87.6,XL
Rectangle,H&M,Slim Fit Pants,37.6,91.6,91.6,91.6,M
Triangle,Only,Slim Fit Pants,45.8,88.7,88.7,104.3,L
Rectangle,SaasFaras,Oversized Pants,49.5,91.3,91.3,91.3,S
Pear,Forever 21,Regular Fit Pants,49.9,85.0,68.0,100.0,XL
Pear,H&M,Regular Fit T-Shirt,45.2,96.0,76.8,112.9,XL
Triangle,Mango,Regular Fit T-Shirt,37.2,88.7,88.7,104.3,XS
Hourglass,Mango,Slim Fit T-Shirt,35.0,106.1,79.6,100.8,M
Triangle,Marks & Spencers,Regular Fit Pants,46.3,83.5,83.5,98.2,XS
Apple,H&M,Slim Fit T-Shirt,35.4,96.4,96.4,96.4,L
Rectangle,Zara,Regular Fit Shirt,43.0,92.3,92.3,92.3,XS
Pear,H&M,Regular Fit Shirt,39.7,97.2,77.8,114.4,XS
Apple,SaasFaras,Regular Fit Pants,39.6,90.1,90.1,90.1,S
Rectangle,Mango,Regular Fit Pants,38.0,93.5,93.5,93.5,XL
Triangle,Marks & Spencers,Regular Fit T-Shirt,48.7,83.6,83.6,98.4,XL
Rectangle,H&M,Slim Fit Pants,40.3,90.6,90.6,90.6,S
Rectangle,Marks & Spencers,Regular Fit T-Shirt,46.4,94.8,94.8,94.8,M
Hourglass,Mango,Regular Fit T-Shirt,43.6,99.7,74.8,94.7,M
Rectangle,H&M,Oversized Pants,45.7,91.3,91.3,91.3,L
Rectangle,Zara,Oversized Shirt,47.5,91.4,91.4,91.4,M
Apple,Zara,Regular Fit Pants,40.8,104.1,104.1,104.1,L
Pear,Forever 21,Oversized Pants,41.6,94.9,75.9,111.6,L
Apple,Calvin Klein,Slim Fit T-Shirt,39.4,99.7,99.7,99.7,M
Apple,Calvin Klein,Regular Fit Shirt,48.6,104.6,104.6,104.6,S
Apple,SaasFaras,Oversized Pants,41.0,118.4,118.4,118.4,XS
Triangle,H&M,Oversized T-Shirt,48.0,90.9,90.9,106.9,M
Apple,VeroModa,Regular Fit Shirt,46.4,112.9,112.9,112.9,M
Pear,VeroModa,Regular Fit T-Shirt,40.0,100.5,80.4,118.2,XS
Pear,Marks & Spencers,Slim Fit T-Shirt,38.9,82.9,66.3,97.5,XL
Rectangle,Marks & Spencers,Regular Fit Pants,46.0,80.2,80.2,80.2,L
Apple,Only,Slim Fit Jeans,39.1,96.1,96.1,96.1,M
Hourglass,SaasFaras,Oversized Jeans,44.9,107.4,80.5,102.0,S
Triangle,Calvin Klein,Oversized Jeans,43.4,86.9,86.9,102.3,XL
Hourglass,SaasFaras,Slim Fit Jeans,43.4,90.6,68.0,86.1,XS
Pear,Marks & Spencers,Slim Fit Shirt,48.4,94.4,75.5,111.1,L
Hourglass,Forever 21,Slim Fit Shirt,42.7,96.6,72.5,91.8,XL
Triangle,H&M,Regular Fit Jeans,47.3,84.7,84.7,99.7,XL
Pear,SaasFaras,Oversized T-Shirt,36.8,96.2,77.0,113.2,XS
Rectangle,Marks & Spencers,Oversized Jeans,45.2,93.1,93.1,93.1,XL
Hourglass,Forever 21,Oversized Shirt,49.0,107.4,80.5,102.0,M
Hourglass,VeroModa,Slim Fit T-Shirt,39.1,109.6,82.2,104.1,L
Triangle,H&M,Oversized Jeans,48.6,86.3,86.3,101.5,M
Apple,Marks & Spencers,Slim Fit T-Shirt,46.4,102.5,102.5,102.5,XS
Apple,Marks & Spencers,Regular Fit Pants,42.3,100.4,100.4,100.4,L
Pear,Forever 21,Regular Fit Shirt,39.5,86.4,69.1,101.6,S
Triangle,SaasFaras,Oversized Shirt,42.3,93.6,93.6,110.2,L
Apple,VeroModa,Regular Fit T-Shirt,45.1,106.2,106.2,106.2,L
Rectangle,SaasFaras,Regular Fit Shirt,45.6,80.7,80.7,80.7,XL
Pear,Mango,Oversized Shirt,44.2,82.9,66.3,97.6,XS
Hourglass,Marks & Spencers,Slim Fit Jeans,45.2,109.8,82.3,104.3,M
Pear,Marks & Spencers,Oversized Shirt,49.9,95.2,76.2,112.0,XS
Apple,Only,Regular Fit T-Shirt,35.2,91.2,91.2,91.2,XS
Triangle,Marks & Spencers,Oversized Pants,48.7,86.9,86.9,102.2,S
Hourglass,Forever 21,Slim Fit Jeans,47.9,98.0,73.5,93.1,S
Triangle,Zara,Oversized Shirt,35.8,86.7,86.7,102.0,XL
Triangle,Zara,Slim Fit Jeans,47.5,99.9,99.9,117.5,M
Triangle,Only,Oversized Shirt,42.8,89.5,89.5,105.3,L
Apple,Forever 21,Regular Fit Shirt,41.9,104.9,104.9,104.9,S
Rectangle,Calvin Klein,Slim Fit Pants,41.4,89.5,89.5,89.5,XS
Pear,Zara,Oversized Shirt,41.6,90.7,72.6,106.7,S
Rectangle,Calvin Klein,Regular Fit Pants,40.6,87.8,87.8,87.8,S
Triangle,Calvin Klein,Slim Fit Shirt,41.3,81.0,81.0,95.3,L
Hourglass,H&M,Oversized T-Shirt,48.3,85.5,64.1,81.2,XS
Hourglass,Forever 21,Oversized T-Shirt,38.0,104.1,78.0,98.9,XL
Pear,H&M,Slim Fit Shirt,39.6,84.4,67.5,99.3,M
Rectangle,Zara,Regular Fit T-Shirt,44.7,94.5,94.5,94.5,XS
Hourglass,Zara,Regular Fit T-Shirt,36.8,93.3,70.0,88.6,XS
Rectangle,Only,Slim Fit T-Shirt,43.1,86.3,86.3,86.3,XL
Rectangle,Only,Regular Fit Jeans,48.1,84.8,84.8,84.8,M
Hourglass,H&M,Slim Fit Pants,37.9,104.8,78.6,99.5,XS
Triangle,Forever 21,Regular Fit T-Shirt,47.9,87.8,87.8,103.3,XL
Pear,Calvin Klein,Slim Fit T-Shirt,46.6,93.1,74.5,109.5,L
Rectangle,Marks & Spencers,Regular Fit Shirt,43.2,85.5,85.5,85.5,XS
Hourglass,Forever 21,Slim Fit Shirt,37.4,109.2,81.9,103.7,XS
Hourglass,Mango,Oversized Shirt,48.9,93.1,69.8,88.4,S
Triangle,H&M,Slim Fit Jeans,43.8,81.0,81.0,95.3,XS
Pear,Only,Oversized Jeans,45.2,95.2,76.2,112.0,XS
Apple,SaasFaras,Oversized Jeans,42.1,91.3,91.3,91.3,L
Apple,Calvin Klein,Oversized T-Shirt,48.8,92.7,92.7,92.7,S
Rectangle,Forever 21,Regular Fit Shirt,47.0,92.1,92.1,92.1,S
Rectangle,Only,Regular Fit Shirt,36.6,96.6,96.6,96.6,S
Apple,Marks & Spencers,Oversized T-Shirt,37.2,108.6,108.6,108.6,L
Pear,VeroModa,Oversized Jeans,40.3,93.0,74.4,109.4,XL
Hourglass,Calvin Klein,Regular Fit Pants,37.3,98.6,74.0,93.7,L
Pear,Marks & Spencers,Slim Fit Shirt,45.9,86.2,69.0,101.5,S
Rectangle,Calvin Klein,Slim Fit Jeans,49.6,86.2,86.2,86.2,XL
Apple,SaasFaras,Oversized T-Shirt,49.1,101.7,101.7,101.7,XS
Rectangle,Marks & Spencers,Slim Fit Jeans,37.9,94.1,94.1,94.1,XL
